What are some signs I might look for if I suspect a family member or friend might benefit from counseling?,"Answer: The answer to the first question gives insight here. If you notice a relative or friend is frequently unhappy, depressed, anxious, angry or seems stuck, that person might indeed benefit from counseling. You may notice someone retreating from family activities or suddenly striking out in anger or sleeping too much or sleeping very little. All of these may be signs that someone could benefit from counseling. Because there is so much shaming done by our society with regard to emotional or family problems, you need to be very careful about how you might suggest your friend or relative might benefit from counseling. Being truthful with what you have observed and displaying a sense of genuine care and empathy when you talk to this person is most helpful. When friends or relatives are experiencing these uncomfortable feelings, they often become defensive when seeking help is suggested. Be patient and kind whenever you are suggesting to anyone the possibility of seeking professional help."
"If I find myself thinking about suicide, what should I do?","Answer: If you are having thoughts of harming yourself, this should not be taken lightly. Talking to another person, preferably a professional is the first step in receiving help. Speaking to a doctor, counselor, pastor or close family friend may be the first place you turn. However, if you are having thoughts of harming yourself in the immediate or near future, please call the National Suicide Hot-line at 1-800-SUICIDE (1-800-784-2433), call 911 or go the Emergency Room of the nearest hospital."
"What is the difference between a counselor/therapist, psychiatrist, and a psychologist?","Answer: There are several types of licensed therapists that provide professional counseling. In Illinois we have Licensed Clinical Professional Counselors (LCPC), Licensed Clinical Social Workers (LCSW), Licensed Marriage and Family Therapists (LMFT) and Licensed Clinical Psychologists. Indiana has the same general categories except Indiana has Licensed Mental Health Counselors (LMHC) instead of LCPCs. Some of these therapists also have special certifications in areas like addictions. Each of the professions listed above has different areas of training emphasis and expertise. At New Leaf we have all four categories of therapists/counselors on staff and they have a wide range of interest and expertise. If psychological testing is needed, that would be done by our psychologists. If medication is needed we would refer to a psychiatrist (a medical doctor specializing in mental health issues). Only medical doctors are allowed to prescribe medications. We have a consulting psychiatrist that we work with, but he is not part of the New Leaf staff. Generally the psychiatrist monitors a patient’s medication while the therapists, counselors and psychologists provide the counseling that is needed and they work together as a team. We believe that having all of these types of professionals working together creates a rich variety of skills to offer the clients we serve."
What are the counseling areas in which New Leaf Resources has expertise?,"Answer: Our staff has expertise in a broad spectrum of issues people may be facing. Here are some examples: Depression, Anxiety, Grief and Loss, Drug/Alcohol Addiction Assessment, Marital Problems, Family Relationship Problems, Abuse Recovery, Divorce Recovery, ADHD, Sexual Addiction, Adjustment Problems. Several of our staff members have special training and expertise to work with children. We have both art therapy and play therapy rooms available, to facilitate this specialty. We also have several therapists with past experience on the pastoral staff of various churches. This enables us to understand and help pastors and their families in their personal and professional lives. As a service to the church community, we offer support groups for pastors at no cost."
In what types of situations might New Leaf Resources not provide the best form of treatment?,"Answer: We provide counseling on an outpatient basis, usually one appointment each week. For situations where a person may be in need of more intensive services, New Leaf Resources staff would be happy to suggest several options of agencies that provide such care. Examples of this type of care would include intensive outpatient or day treatment (counseling several days per week), or inpatient treatment in a hospital setting, This may be due to the severity of the problem, as in the case of severe depression, or alcohol/drug dependence."
How can New Leaf Resources help my business?,Answer: Small and family-owned businesses often find themselves struggling with personality clashes and other personnel problems which have a negative effect. We promote better communication and improved interpersonal relationships to effect more wholesome work environments.
What makes New Leaf Resources different from other counseling centers?,"Answer: We are all licensed professionals. We believe that all people are created in God’s image and have immeasurable value, regardless of their life circumstances. A client assistance program is available for those who may not have sufficient financial resources. Our therapists are paid on salary, not based on how many clients they see, or on how much revenue is collected.
"
What makes you so special?,"Oh, we're just ordinary people who love what we do! You're really the focus here; we're just coming alongside you. And when that happens, you'll find us working hard, thinking about you in between sessions, prepping for sessions, remembering details about you, and laughing with you.
Office-wise, we're in an atypical therapy setting. We're in an office building with other small businesses, including start-ups, attorneys, and CPAs. That way, when you're waiting in the waiting area, you could be waiting for anybody. And, as much as we can help it, we also schedule sessions with time in between to give us time to regroup and reflect on your case. This also protects your confidentiality when you're not running into our other clients."
How long do I have to be in therapy?,"You don’t have to do anything! But if you want to make meaningful changes to your life and relationships, the length of treatment is based on your needs and what you want counseling to help with. We’ve had clients who have come for a few sessions, followed through with recommendations in between sessions, and felt better and moved on. We’ve also had clients come back into treatment as needed, or stay on to work on more complex issues. While it’s hard to predict how long therapy will take, we promise we won’t keep you for longer than needed."
Do you take insurance?,"Yes, we're an in-network provider with Premera, LifeWise, First Choice Health, and Kaiser Permanente. We're also a LyraHealth EAP provider. We bill these insurance companies directly for services provided. For other health plans not listed, we're considered an out-of-network provider. We'd be happy to provide you with a Superbill"" to submit to your insurance company for possible reimbursement."
Are there any benefits to not using insurance?,"You might elect to not use insurance for privacy reasons. Throughout treatment, your insurance company generally needs a mental health diagnosis to determine ""medical necessity"". When we run up against issues processing claims, insurance companies have required additional clinical information such as a treatment summary. Some of our clients have also expressed concerns about leaving a paper trail when applying for life, health or disability insurance."
Do you offer online therapy?,"Since the health crisis, we’ve made our online counseling program more robust. In addition to the flexibility of meeting online due to recovery from surgery or running late to an appointment, we’ve also made video sessions available to new and existing clients who want to meet remotely. This is only available to clients who are physically located in WA state and is not appropriate for clients traveling out-of-state or out-of-country. If using insurance, most in-state plans cover “telemedicine” as a part of your mental health/behavioral health benefit."
You’re all the way in Redmond. Shouldn’t I find someone closer?,"Traffic is a bear around here, especially if you’re coming from Seattle! We discourage carbon emission, but we do value a good fitting counselor-client relationship. We are people who are willing to drive all over the place to see our providers of choice. Different than say a dentist who works on your teeth once every six months, counseling usually means sharing a part of your life that you wouldn’t tell the average person. That said, it’s important that you feel comfortable with the therapist you choose and you believe that person has the skills to help you. If we're not your person after a few sessions, no problem, we’ll be happy to refer you to someone who might be a better fit.
Ready to make changes that will get you closer to the life you want?"
Where can I go to find therapy?,"Different kinds of therapy are more effective based on the nature of the mental health condition and/or symptoms and the person who has them (for example, children will benefit from a therapist who specializes in children’s mental health). However, there are several different types of treatment and therapy that can help.
Learn more about finding therapy"
Where can I learn about types of mental health treatment?,"Mental health conditions are often treated with medication, therapy or a combination of the two. However, there are many different types of treatment available, including Complementary & Alternative Treatments, self-help plans, and peer support. Treatments are very personal and should be discussed by the person with the mental health conditions and his or her team.
Learn more about types of mental health treatment"
What are the different types of mental health professionals?,"There are many types of mental health professionals. Finding the right one for you may require some research.
Learn more about types of Mental Health Professionals"
Where can I go to find a support group?,"Many people find peer support a helpful tool that can aid in their recovery. There are a variety of organizations that offer support groups for consumers, their family members and friends. Some support groups are peer-led, while others may be led by a mental health professional.
Learn more about types of finding support groups"
Where can I go to find inpatient care?,"If you or someone you know is in crisis, inpatient care can help. Inpatient care can help people stabilize on new medications, adjust to new symptoms, or get the help they need.
Learn more about types of finding inpatient care"
Where can I go to find other local services?,"There are likely plenty of resources that can be used to help you find mental health treatment in your community. These resources can help you find the right therapist, and enable you to better understand viable treatment options and the treatment process.
Learn more about types of other local services"
Where can I learn more information about clinical trials?,"Sometimes, consumers of mental health services may consider participating in a research study when they have not experienced improvement despite having tried a variety of medications and treatments. Research studies (also known as clinical trials) may involve the use of new medications or new treatment approaches whose safety and effectiveness is being tested. While we support innovation in the field, consumers should be cautioned that there are risks associated with clinical trials – make sure you’re aware of them before you enroll.
Learn more about types of other clinical trials"
Where can I learn more information about creating a Psychiatric Advance Directive?,"Similar to a medical advance directive or a health care power of attorney, a psychiatric advance directive is a legal document completed in a time of wellness that provides instructions regarding treatment or services one wishes to have or not have during a mental health crisis, and may help influence his or her care.
Learn more about My Plan My Life"
For what concerns do students seek personal counseling?,"Some of the common concerns students address in counseling include adjustment to college or graduate/professional programs, depression, anxiety, grief and loss, healing from interpersonal violence, relationship concerns, academic performance, identity exploration, body image, substance abuse, eating issues, identity exploration, and stress management."
Am I eligible for services?,"Enrolled Pacific University students who have paid the Student Support Fee are eligible for services at the Student Counseling Center. In cases where SCC staff determine that your concerns are beyond the Scope of Practice provided by the SCC, you will be referred to mental health providers in the community."
How do I make an appointment to see a counselor?,"Call or walk in to the Student Counseling Center to make an appointment. The Center is open Monday through Friday, 9am to 5pm and can be reached at 503-352-2191. Generally students are seen within one to two weeks for an initial appointment. Students are also welcome to attend the walk-in hour (noon Monday through Friday) to initiate services at the Counseling Center."
How often can I come for counseling?,Counselors generally see clients on a bi-weekly basis at an agreed upon appointment time.
Are counseling services confidential?,"All interactions with the Student Counseling Center are held in confidence and remain confidential. This includes content of sessions, records, scheduling of or attendance at appointments, and progress in counseling. There are some exceptions to confidentiality which students should know about before seeing a counselor. In situations in which a client may present a clear and imminent danger to themself and/or others, Student Counseling Center staff members are required to report this information to proper authorities for the protection of the student and the community. All Student Counseling Center records are kept separate from other University records. Written permission by clients is required to release counseling information. All counselors will discuss confidentiality when students are seen for the first appointment."
What if I don’t feel comfortable with the counselor who is assigned to work with me?,"There are times that for various reasons clients don’t feel comfortable with their counselors. The Student Counseling Center works to provide the best possible counseling services and recognizes that at times clients may want to request a different counselor. Clients may contact Dr. Laura Stallings, Director, at 503-352-2191 when such situations arise."
Is counseling only for people who have serious emotional problems?,"University and graduate/professional school work can be stressful at times. Many students encounter problems that are not easily resolved, or their usual ways of handling problems aren’t working well for some reason. Counseling can be a helpful means of support to address concerns that may be interfering with a student’s ability to function academically and/or socially."
What if I don’t want to see a counselor and just want some information about mental health issues or concerns students face?,"All students are welcome to visit the Student Health and Counseling Centers during business hours to pick up information focused on a variety of health and mental health topics. Also, the Student Counseling Center website provides links to online resources including self-help sites."
What is a Mental Health Counselor?,"According to New York State law, licensed mental health counselors (LMHC) “provide flexible, recovery-oriented therapy-combining traditional psychotherapy with a practical, problem-solving approach that creates a dynamic and efficient path for change and problem resolution.”
But we also do so much more! We provide services such as:"
Are LMHCs qualified to work with me?,"Yes, very much so! LMHCs hold a master’s or doctorate degree and have over 3,000 hours of post-masters supervised counseling experience. We complete national accreditation and state licensure exams that ensure all Licensed Mental Health Counselors meet uniform, ethical, and professional standards."
What is NYMHCA?,"NYMHCA is an acronym for the New York Mental Health Counselors Association, which is the professional organization representing Mental Health Counselors in New York State. NYMHCA is the state branch of the American Mental Health Counselors Association (AMHCA). Mental Health Counselors of Greater Rochester (the website you are on right now) is the local branch of NYMHCA for the Greater Rochester Area."
What do all these acronyms stand for?,"You may see a lot of acronyms and abbreviations floating around this website. Hopefully this will help:
LMHC – Licensed Mental Health Counselor LMFT- License Marriage and Family Therapist LCAT- License Creative Arts Therapist LP- Licensed Psychoanalyst MHCGR- Mental Health Counselors of Greater Rochester NYMHCA- New York Mental Health Counselors Association CASAC – Credentialed Alcohol and Substance Abuse Counselor MS – Masters of Science (graduate degree) NCC – National Certified Counselor"
"What’s the difference between Psychiatrists, Psychologists, Social Workers, and Mental Health Counselors?","LMHCs have many similarities and differences to other professions in our community. All of the professions perform similar functions in terms of performing psychotherapy. Psychiatrists can evaluate and treat mental health disorders and are licensed prescribers of psychiatric medications. Sometimes your primary care doctor can also act as a prescriber for certain mental health issues. Psychologists are doctoral-level practitioners who have a specific focus in evaluation, testing and measurement but who can also offer psychotherapy services. Licensed Clinical Social Workers (LCSWs) are master’s level practitioners with clinical training and experience.
"
How long will therapy last?,"The length of therapy is quite variable, and the final decision regarding the length of therapy rests jointly with the patient and therapist. Some patients stay for as short a time as two or three sessions, while others are in therapy for two or three years or more as they continue to pursue goals and practice skills. Typically, the time in therapy is somewhere in between.
Regardless of the length of treatment, we strongly recommend that the final session be planned, so that the therapist and patient can summarize the work that has been done in therapy and say good-bye."" This resolution is associated with better long-term outcome for the patient than an abrupt termination."""
How long are the therapy sessions themselves? How often are they held?,"Typically, patients meet with therapists face to face for 45 to 55 minutes, depending on the situation. Patients also spend 5-10 minutes checking in and filling out short mood questionnaires (the BDI-II, BAI, and BHS). All told, on average, the patient spends about an hour at the Center for Cognitive Therapy each time they come for a session.
Most patients attend one session per week. Depending on the schedules of the patient and therapist, sessions can be held on the same day and time each week, or the session times may vary."
What are your hours? Can I have my appointments in the evening or the weekend?,"The initial intake evaluations are dedicated time slots in the morning and early afternoon on weekdays. Thus, your first appointment takes approximately 2 hours and generally requires you take off a morning or an afternoon from work or school. After that, most ongoing therapy sessions last between 50-55 minutes and occur between the hours of 9:00 AM and 5:00 PM, though on some occasions it is possible to have an appointment before 9:00 AM or after 5:00 PM, depending on your particular therapist’s availability. Unfortunately, we do not have weekend hours.
Back to Top"
What is an intake evaluation? How does this differ from the therapy sessions that I will be receiving afterward?,"The goal of the intake evaluation is to collect information to provide to the therapist in an efficient way. The interview is conducted by a clinician-in-training, who is supervised by a licensed clinician. Patients should expect to spend between two to three hours in the interview, with at least one break.
The benefits of this initial meeting include:"
How is a therapist chosen for me?,"The director, Cory F. Newman, PhD, in conjunction with the senior clinician who meets with the patient during the intake evaluation, decides which Center for Cognitive Therapy therapist will treat which patient. This decision is based partly on patient request (to see a female therapist, for example, or a therapist who specializes in a certain area). The decision is also based on the best match of the expertise of the therapist with the needs of the patient, and on practical concerns, such as scheduling issues. The therapists at the Center for Cognitive Therapy are well trained across a number of areas, and thus are able to see a wide range of patients.
Each therapist focuses on establishing a sense of mutual acceptance, respect, and teamwork with their patients. Our therapists are willing to work on any issues that may cause discomfort in the therapeutic relationship. If, as happens occasionally, a patient decides that he or she would prefer to work with a different therapist, Dr. Newman is available to discuss this matter, though it is our policy to require the patient and therapist to have at least one session to try to resolve the difficulty before transfers are made."
What are homework assignments and why are they a part of cognitive therapy?,"The most important, positive changes that you will make in your life will occur in your everyday experiences outside of your therapist's office. To help you make these real life"" changes, your therapist will help you design homework assignments. These assignments will show you how to apply the ideas and skills you've learned in therapy between sessions. This process will enable you to become your own therapist once your work with your cognitive therapist is complete."
Does cognitive therapy involve medications? Am I allowed to take medications if I'm in cognitive therapy? What if I need medications- can you arrange this for me? What if I prefer not to take medications at all?,"Many patients at the Center for Cognitive Therapy are on medications, such as antidepressants, mood stabilizers, etc. In fact, some research suggests that a combination of cognitive therapy and the proper medications can be very useful. If you wish to start medications along with cognitive therapy, we can help arrange a medical evaluation at the Outpatient Clinic of the Department of Psychiatry.
In most cases, if you do not wish to take medications, you will receive cognitive therapy alone. If you and your therapist believe it is warranted, you can discuss the relative merits and drawbacks of adding medication to the treatment plan. In some cases, we may require that a patient be well maintained on medication before we begin therapy."
Do you provide couples counseling or family therapy?,"We do not currently offer couples counseling or family therapy. In some cases, individual patients may choose to invite a partner or family member to attend one to three sessions of their individual treatment, to provide information to benefit the individual patient’s care.
Back to Top"
Do you offer group therapy?,"Please click here to view information regarding group therapy opportunities.
Back to Top"
Do you provide therapy for children and adolescents?,"Although most of our patients are over the age of 18, the Center occasionally treats older adolescents on a case-by-case basis. All parties agree on what information will be shared with the parent(s) and what information will be confidential. Most often, however, we will make a referral to a therapist who specializes in treating children or adolescents.
Back to Top"
What if I want to get therapeutic help for someone else?,"Sometimes people call us to seek treatment for a friend or relative. If you are calling to try to arrange a course of therapy for someone over the age of 18, we will be happy to listen to your concerns, but you will not be able to make an appointment for anyone other than yourself. The patient himself or herself must call to be scheduled for an appointment. Once the appointment is scheduled, we cannot share any further information with you, due to confidentiality concerns, unless the patient gives written permission.
If you are concerned or frustrated because you wish to arrange an appointment for a person who does not wish to come in for treatment, we sympathize with your predicament, but your options are limited. First, you may choose to arrange a one-time consultative appointment"" for yourself. This is a 50-minute session with a therapist who will attempt to answer your questions about how you might deal more effectively with the individual. Second, you may choose to begin therapy yourself, especially if your life has been adversely affected by the other person, and you are looking for ways to change your situation. Third, you may try to gain the individual's cooperation in entering therapy by offering to go into therapy together."""
Can I receive cognitive therapy even while I am receiving additional treatment elsewhere?,"In most instances, we do not recommend being involved in two or more ongoing courses of individual therapy. Unless the various therapists share the same orientation to therapy, there is the risk that the patient will receive conflicting advice, which may impede the patient's progress. The old saying that too many cooks can spoil the broth"" is applicable here. It is important that the patient receive consistent feedback and direction in order to get the most out of therapy. In addition, having more than one therapist can work against the ultimate goal of having the patient learn to depend on himself or herself. Cognitive therapy works well, in part, because we teach people the skills that they need to have faith in themselves. Having multiple therapists may slow down the process of achieving this sense of heightened self-sufficiency."
Does insurance cover my treatment?,"The Center for Cognitive Therapy is out of network with most insurance carriers. With the exception of HUP employees and some Penn employees and Penn students, obtaining reimbursement from insurance companies is the responsibility of the patient. Payment in full is expected at time of service. You will be given a receipt which has all the information usually required by insurance companies to be reimbursed. If you have questions about seeking reimbursement, it is wise to call your insurance company with specific questions about your coverage.
For Penn employees and their families who are covered under Penn's Penn Care plan, there is a $20 co-pay per visit for services at CCT. For Penn employees and their families who are covered under Penn’s Aetna POS II plan, there is a $30 co-pay per visit for services at CCT. Authorization/referrals are not required and there are no visit limits for any of these plans. For Penn students who are covered solely under the Penn student plan (Aetna), there is a $10 co-pay per visit. No referral is required and there is a 50 visits limit per plan year. All of the above-mentioned co-pays apply to both the initial diagnostic evaluation and the regular therapy sessions alike. If you are covered by the Penn student plan (Aetna) but you also have another insurance (e.g., your parent's plan), you will have to pay the full cost of your appointment, then submit for out-of-network reimbursement from your parent's plan, then submit whatever isn't covered to the Penn student plan (Aetna)."
What if I have a legal problem at the time I am seeking therapy?,"Generally speaking, we recommend that you seek the services of a forensic psychologist or psychiatrist if you are involved in a legal matter that may require the involvement of your therapist or clinical records. We will be happy to schedule you for an evaluation here at the Center for Cognitive Therapy once your legal matter is resolved. We can also give you a referral to a forensic psychiatrist affiliated with Penn.
Back to Top"
Can you help me with my psychiatric disability claims?,"We do not do evaluations for disability, and our approach is to enable patients to improve their functioning so that they are able to go to (or return to) school or work."
How many credits are required?,The program requires a minimum of 91 quarter credits (comprehensive option) or 97 quarter credits (thesis option) to be completed in two years of full-time graduate study. The degree is a Master of Science (M.S.) in Clinical Mental Health Counseling.
Does the program require a thesis?,"A thesis is not required. Students may complete a thesis, or pass a written comprehensive examination, or do both if they so desire.
Can I attend part-time or take classes in the summer or evening?"
Do you have a satellite program?,"The program is offered on the campus in Bellingham only. Some second-year students have completed internships as far away as Seattle or Vancouver, B.C., but they still must take courses on campus."
How large is the program?,We accept six students per year. The program is intentionally small in order to maintain small student/faculty ratios and class sizes.
Can I be certified/credentialed/licensed in other states?,"Every state has its own requirements for certification, credentialing, or licensing (Washington State has a licensing process). You will need to contact the State Department of Licensing for specific information about each state. In general, people licensed in one state by a CACREP-accredited program can become licensed in other states."
What is the Licensing Process in Washington State?,"Upon completion of a counseling program, one needs to complete 3 years or 3000 hours of postgraduate full-time counseling, complete 100 hours of supervision, and pass a national licensing exam. Because we are a CACREP accredited program, graduates from our program are granted credit for 50 hours of supervision and 500 hours of postgraduate work experience and may take the licensing exam (NCE or NCMHCE) during their second year in the program."
When should I start my application?,Complete applications are due February 1 of each year.
"Should my references be faculty members or work supervisors, or does it matter?",It is advisable to have a mix of recommendations. Identify at least one faculty member who can address your ability to complete graduate level work. It is also advisable to select a reference who can discuss your potential as a counselor.
May I include extra information in my application?,It is a good idea to include a cover letter that describes your interest in becoming a counselor. Be sure to let us know about your related work experience.
I've heard it is really hard to get admitted. How do I know if I stand a chance?,"Our program is small and we receive many strong applications. However, this should not necessarily discourage you. If you believe that you have special qualities that we should consider, be sure to let us know. We do consider grades and test scores, but we consider other things as well."
1. How do I get an appointment at the Counseling Center?,"Baylor University Counseling Center welcomes students on a first-come, first-serve basis in our Walk-In Clinic. The clinic is open Monday-Friday, 9 a.m. to 4 p.m. Students arriving after 3:30 p.m. may be seen the following day, unless they are in crisis. The Walk-In Clinic operates similarly to an urgent care clinic where patients are seen in the order in which they check in. If a students cannot wait due to class, schedule conflicts or unforeseen circumstances, they can return the following morning to be seen."
2. Do I have to wait at the walk-in clinic or can I make an appointment for an initial assessment?,"The Walk-In Clinic system is designed to meet the needs of Baylor students in a timely fashion. In order to enter the BUCC system you must first have an initial assessment through the Walk-In Clinic system. Students are asked to wait until the first available counselor can see them. Initial assessments cannot be scheduled ahead of time, however the initial assessment typically occurs only once per academic year. If you are referred for counseling at BUCC you will be able to schedule subsequent appointments."
3. What is an initial assessment?,An initial assessment is an appointment with a trained counselor who will ask some general questions about what brings you into the Counseling Center as well as your mental health history and the results of your survey. From the information gained in this appointment the counselor will make recommendations to meet your individual needs schedule your next appointment with the appropriate clinical service.
4. Why was group therapy suggested to me?,"Group therapy is one of the most effective treatments for many concerns that students come to the Counseling Center seeking to address. Many students wonder why they have been placed in group therapy and feel their concerns would be best addressed one-on-one;however, they find once they commit to group therapy for the semester they experience significant positive changes. Recommendations made by professional staff are grounded in evidence-based practice for mental health."
5. What is a crisis?,"A crisis is a mental health related situation that requires immediate assessment and intervention. Crisis situations include suicidal thoughts, homicidal thoughts, recent sexual or physical assault, death of a close loved one or symptoms of psychosis. Examples of issues that are not considered a crisis are panic attacks,tearfulness, academic stress, relationship loss, anxiety and depression. Students who feel they are in a crisis can walk-in anytime to the counseling center during business hours. During non-business hours and on weekends, students in crisis can reach a clinician by calling the Counseling Centerâs number: (254) 710-2467."
6. How do I use the crisis line?,"BUCC provides a 24-hour crisis line for students. The purpose of the crisis line is to help students stay safe. It is staffed by BUCC counselors and is not intended to be used as a means of therapy or for students who want to talk to someone due to emotional distress. If you are in emotional distress but you are not in crisis please call BUCC during business hours or utilize our Walk-In Clinic. The crisis line is available to students during non-business hours/weekends, by calling 254-710-2467.During business hours, students can walk-in or call (254) 710-2467."
"7. What are the ""Services Provided"" by the Counseling Center?","Committed to delivering quality care, the professionals at Baylor University Counseling Center provide comprehensive mental health services to undergraduate and graduate students. As a university mental health service, the Counseling Center is equipped to meet the unique needs of college students. The Counseling Center provides a wide range of therapeutic interventions for Baylor Students. When a student's needs require more intensive level of care, Baylor University Counseling Center partners with the student to transition to resources within the community."
8. My care was transitioned to a provider in the community. Can I see a therapist at Baylor instead?,"Baylor University Counseling Center provides a wide range of therapeutic interventions for Baylor students. When a student's needs require a more intensive level of care, the Counseling Center partners with the student to transition to resources within the community. Our team will assist you in using your insurance, finding options if you are uninsured and utilizing transportation resources. We are committed to helping you navigate any obstacles that may complicate making or getting to an appointment until you are connected with a community clinician. However, if you are in crisis, you can still utilize the crisis line or Walk-In-Clinic for crisis intervention."
9. Why was my care transitioned to a community provider but a friend of mine wasn't?,Emotional and mental health concerns are as diverse as medical concerns and occur on a spectrum (think common cold vs. diabetes). Because of this your needs may be best served off campus while your friend may benefit from BUCC services. Our therapists are trained to assess the needs of patients and make the best recommendation for the presenting concern.
10. How much does Counseling cost?,All clinical services are free of charge.
11. Will anyone know that I came? Can my parents find out that I came for counseling?,"Your attendance at the Counseling Center can only be released to someone if you document that they referred you to come to the center (confirm 1st visit only), or if you sign a release of information allowing the Counseling Center to share that information."
12. What if I am having thoughts of suicide?,If you are having thoughts of suicide it is important that you let your counselor know. Suicidal thoughts vary greatly and understanding the nature of your thoughts will assist us in providing the best care to keep you safe and provide you the appropriate help.
13. What is Psychotherapy?,"Psychotherapy is an evidence based form of counseling that uses techniques and relational experiences to assist patients in meeting goals related to mental health and wellness, relationships, life adjustments and other concerns. Sessions build off one another and require commitment and work on the part of both counselor and client. Although therapy can be hard work it pays off!"
14. Does the Baylor University Counseling Center provide supporting documentation for requests to have an emotional support animal?,No. The clinical staff at the Baylor University Counseling Center do not provide supporting documentation for requests to have an emotional support animal. We can provide referrals to the community or online providers who may be willing to provide this documentation. Please contact our office at 254-710-2467 if you have further questions.
15. Does the Baylor University Counseling Center provide supporting documentation for requests for housing accommodations and or housing contracts?,No. The clinical staff at the Baylor University Counseling Center do not provide supporting documentation for requests for housing accommodations and or housing contracts.
What behavioral (mental) health concerns does UW Health treat?,
Who can benefit from mental health treatment?,
What is mental health treatment?,
What treatments are offered for mental health concerns at UW Health?,
